stock,trades,total_return,ann_return,sharpe,max_drawdown
159639.SZ,5,0.043689690618576194,0.016189379245897362,-0.037382577197670505,-0.1366856872128432
300029.SZ,16,-0.5308553957752333,-0.10220633311070382,-0.3522692962741629,-0.7361880854321009
501212.SH,4,-0.0032770662455068322,-0.0010386270771554074,-0.4390369119304312,-0.07480751753311742
688469.SH,4,0.2013574982231694,0.10199451665494541,0.40309172423524153,-0.22870024875621903
301197.SZ,11,0.600548257991387,0.1977044588873107,0.5594474964061344,-0.3174523570712137
002687.SZ,12,-0.34808620045853145,-0.058998140550189926,-0.4037211215678555,-0.5487823283896242
688067.SH,14,-0.014843624619003681,-0.004018222780083014,-0.08330219571576802,-0.5742794029747313
113052.SH,2,0.0011390053624138474,0.0003622701637917558,-21.03078476564886,-0.0009315192231694351
002247.SZ,8,-0.6772422174021374,-0.14863293416576628,-0.8343051577575711,-0.6929533057450477
881404.SH,7,0.08527618700901995,0.011699206777348037,-0.548244649943217,-0.011416571617400987
000683.SH,5,-0.052861383394142814,-0.010577748978263135,-2.016285310014431,-0.05286138339414276
003012.SZ,12,-0.47910298124617035,-0.13913911876646057,-0.7912850737987911,-0.5655333372647514
300951.SZ,10,-0.12900915607875674,-0.033908501813467384,-0.46742629323529056,-0.17536452973612524
161715.SZ,18,-0.06413114735297976,-0.009525994576904617,-0.20900647166310174,-0.43171407009431134
603213.SH,10,-0.40191083642110115,-0.14497848335102526,-0.6249279695932374,-0.5057688459639321
880402.SH,4,-0.035486879494971535,-0.005122326331988392,-1.0186846887461154,-0.05874407032143433
880226.SH,7,0.030359777474550764,0.004259936745462767,-1.3788557505486536,-0.013719333684965307
300563.SZ,23,-0.13737600255227056,-0.020784706287332977,-0.15658564932374658,-0.5913701367463621
603105.SH,19,1.5355718791847655,0.15279169484156196,0.3943304702426392,-0.43615272380567166
002388.SZ,16,-0.20138660947519893,-0.03166792910812233,-0.16346878844224116,-0.6809519177771294
161127.SZ,16,-0.2892825243282168,-0.04742847296511865,-0.4504274012465676,-0.4397716137228055
600933.SH,22,0.6206227860609348,0.07136533815693547,0.22852143955718288,-0.26878713907005697
